Play By Play (1st),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,FS - BYU,,
BYU,4,3:40,12 Lauren Gustin > Post-Up > Right Block > Left Shoulder > Dribble Move > To Basket > Foul,56,-,76
,,3:40,Player Movement > Sub Out > Home Player > Maria Albiero,,,
,,3:40,Personal Foul > Defensive - Any > Wytalla Motta,,,
,,3:40,Player Movement > Sub In > Home Player > Nani Falatea,,,
BYU,4,3:40,12 Lauren Gustin > Non Possession > Free Throw,56,-,77
,,3:40,Shot > Lauren Gustin > Free Throw > Made,,,
,,3:40,Player Movement > Sub In > Away Player > Maria Guimaraes,,,
,,3:40,Player Movement > Sub Out > Away Player > Wytalla Motta,,,
BYU,4,3:40,12 Lauren Gustin > Non Possession > Free Throw,56,-,78
,,3:40,Shot > Lauren Gustin > Free Throw > Made,,,
FS,4,3:19,1 Haley Cavinder > No Play Type > Foul,56,-,78
,,3:19,Personal Foul > Defensive - Any > Shaylee Gonzales,,,
FS,4,3:19,1 Haley Cavinder > Non Possession > Free Throw,57,-,78
,,3:19,Shot > Haley Cavinder > Free Throw > Made,,,
FS,4,3:19,1 Haley Cavinder > Non Possession > Free Throw,58,-,78
,,3:19,Shot > Haley Cavinder > Free Throw > Made,,,
BYU,4,3:00,10 Tegan Graham > Cut > Flash > Miss 2 Pts,58,-,78
,,3:00,Shot > Tegan Graham > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,4,2:56,12 Lauren Gustin > Offensive Rebound > Short > Scoring Attempt > Short to < 17' > Miss 2 Pts,58,-,78
,,2:56,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,3:00,Misc Stat > Offensive Rebound > Lauren Gustin,,,
BYU,4,2:56,2 Shaylee Gonzales > Offensive Rebound > Short > Run Offense,58,-,78
,,2:56,Misc Stat > Offensive Rebound > Shaylee Gonzales,,,
BYU,4,2:47,12 Lauren Gustin > Cut > Flash > Make 2 Pts,58,-,80
,,2:47,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,2:47,Misc Stat > Assist > Tegan Graham,,,
FS,4,2:31,1 Haley Cavinder > Hand Off > From Dribble > Top > Foul,58,-,80
,,2:31,Personal Foul > Defensive - Any > Nani Falatea,,,
FS,4,2:31,1 Haley Cavinder > Non Possession > Free Throw,59,-,80
,,2:31,Shot > Haley Cavinder > Free Throw > Made,,,
,,2:31,Player Movement > Sub Out > Away Player > Maria Guimaraes,,,
,,2:31,Player Movement > Sub Out > Away Player > Amiee Book,,,
,,2:31,Player Movement > Sub In > Home Player > Sara Hamson,,,
,,2:31,Player Movement > Sub In > Away Player > Tamia Stricklin,,,
,,2:31,Player Movement > Sub Out > Home Player > Lauren Gustin,,,
,,2:31,Player Movement > Sub In > Away Player > Jessica Peterson,,,
FS,4,2:31,1 Haley Cavinder > Non Possession > Free Throw,60,-,80
,,2:31,Shot > Haley Cavinder > Free Throw > Made,,,
,,2:31,Player Movement > Sub In > Home Player > Rose Bubakar,,,
,,2:31,Player Movement > Sub In > Home Player > Arielle Mackeywilliams,,,
,,2:31,Player Movement > Sub Out > Home Player > Paisley Johnson,,,
,,2:31,Player Movement > Sub Out > Home Player > Tegan Graham,,,
BYU,4,2:10,4 Arielle MackeyWilliams > Spot-Up > Drives Left > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts,60,-,80
,,2:10,Shot > Arielle Mackeywilliams > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,2:10,Misc Stat > Team Defensive Rebound > Away,,,
FS,4,1:37,4 Jessica Peterson > Cut > Flash > Miss 2 Pts,60,-,80
,,1:37,Shot > Jessica Peterson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,1:37,Misc Stat > Defensive Rebound > Sara Hamson,,,
BYU,4,1:12,3 Nani Falatea > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts,60,-,80
,,1:12,Shot > Nani Falatea > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,1:25,Player Movement > Sub In > Home Player > Emma Calvert,,,
,,1:25,Player Movement > Sub Out > Home Player > Shaylee Gonzales,,,
BYU,4,1:12,3 Nani Falatea > Offensive Rebound > Short > Run Offense,60,-,80
,,1:12,Misc Stat > Offensive Rebound > Nani Falatea,,,
BYU,4,1:05,25 Emma Calvert > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,60,-,80
,,1:05,Shot > Emma Calvert > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,1:05,Misc Stat > Defensive Rebound > Tamia Stricklin,,,
FS,4,0:35,4 Jessica Peterson > Cut > Flash > Foul,60,-,80
,,0:35,Personal Foul > Defensive - Any > Sara Hamson,,,
FS,4,0:35,4 Jessica Peterson > Non Possession > Free Throw,61,-,80
,,0:35,Shot > Jessica Peterson > Free Throw > Made,,,
FS,4,0:35,4 Jessica Peterson > Non Possession > Free Throw,61,-,80
,,0:35,Shot > Jessica Peterson > Free Throw > Missed,,,
,,0:35,Misc Stat > Defensive Rebound > Sara Hamson,,,
BYU,4,0:22,4 Arielle MackeyWilliams > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,61,-,80
,,,Ball Delivered,,,
,,,22 Sara Hamson > P&R Roll Man > Rolls to Basket > Miss 2 Pts,,,
,,0:22,Shot > Sara Hamson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:22,Misc Stat > Defensive Rebound > Hanna Cavinder,,,
FS,4,0:11,0 Hanna Cavinder > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,64,-,80
,,0:11,Shot > Hanna Cavinder > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,0:11,Misc Stat > Assist > Haley Cavinder,,,
BYU,4,0:08,4 Arielle MackeyWilliams > Non Possession > Non Shooting Foul,64,-,80
,,0:08,Personal Foul > Defensive - Any > Tamia Stricklin,,,
BYU,4,0:04,3 Nani Falatea > Non Possession > Non Shooting Foul,64,-,80
,,0:04,Personal Foul > Defensive - Any > Yanina Todorova,,,
