Rk,,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TSA,Pt/TSA,Adj. Pts,Possessions,ThreshPts,Adj Pt,FGA,FTA,3FG,AST,TO,ORB,DRB,TRB,STL,BLK,PF,% of TRB,% of STL,% of PF,% of AST,% of BLK,% of ThreshPts,Position,Pos Num,Est Pos 1,Min Adj 1,Trim 1,Tm Avg 1,Adj Pos 2,Trim 2,Tm Avg 2,Adj Pos 3,Trim 3,Tm Avg 3,Adj Pos 4,Position,Est Off. Role 1,Min Adj 1,Trim 1,Tm Avg 1,Adj Off. Role 2,Trim 2,Tm Avg 2,Adj Off. Role 3,Trim 3,Tm Avg 3,Adj Off. Role 4,Offensive Role,Player,Adj. Pt,FGA,FTA,3FG,AST,TO,ORB,DRB,TRB,STL,BLK,PF,Scoring,Ballhandling,Rebounding,Defense,Pos Const,Raw BPM,% Min,Contrib,Player,Adj. Pt,FGA,FTA,3FG,AST,TO,ORB,DRB,TRB,STL,BLK,PF,Scoring,Ballhandling,Rebounding,Defense,Pos Const,Raw OBPM,% Min,Contrib,Player,Pos,Off. Role,Minutes,MPG,BPM,OBPM,DBPM,Contrib,VORP,ReMPG,ReMin,ExpBPM,ReBPM,ReOBPM,ReDBPM
4,#4 Rosie Schweizer,21,21,,261,29,89,0.326,7,34,0.206,22,55,0.4,,26,31,0.839,24,39,63,10,8,3,26,34,91,103,0.89,90.3,561,22,16.1,15.9,5.5,1.2,1.8,4.6,4.3,7,11.2,1.4,0.5,6.1,29.00%,12.00%,30.00%,11.20%,25.30%,14.20%,SF,3,4.7,4.4,4.4,3.06,4.3,4.3,3,4.3,4.3,3,4.3,4.3,4,4,4,3.03,4,4,3,4,4,3,4,4,#4 Rosie Schweizer,0.86,-0.725,-0.319,0.389,0.959,-0.964,0.252,0.17,0,1.068,0.806,-0.367,1.1,-2.8,2.3,-0.3,1.4,1.7,32.00%,0.5,#4 Rosie Schweizer,0.605,-0.437,-0.192,0.477,0.476,-0.832,0.452,0.068,0,0.275,0.201,-0.439,2.3,-3,2.4,-2.2,0.4,0,32.00%,0,#4 Rosie Schweizer (2nd),4.3,4,261,12.4,-4,-2.2,-1.8,-1.3,-0.64,10.4,63,-2.9,-3.8,-2.3,-1.5
5,#10 Savannah Whitehead,21,21,,277,23,54,0.426,0,0,,23,54,0.426,,16,25,0.64,16,31,47,12,12,1,30,32,62,65,0.95,61.5,596,18,10.3,9.1,4.2,0,2,5,2.7,5.2,7.9,2,0.2,5.4,20.40%,17.00%,26.60%,12.70%,8.00%,11.20%,PF,4,3.4,3.5,3.5,3.06,3.5,3.5,3,3.5,3.5,3,3.5,3.5,4.2,4.2,4.2,3.03,4.1,4.1,3,4.1,4.1,3,4.1,4.1,#10 Savannah Whitehead,0.86,-0.733,-0.322,0.389,0.858,-0.964,0.348,0.156,0,1.148,0.945,-0.367,0.9,-3.1,1.7,0.5,1.6,1.6,34.00%,0.5,#10 Savannah Whitehead,0.605,-0.441,-0.194,0.477,0.476,-0.765,0.493,0.02,0,0.249,0.34,-0.439,1.4,-2.9,1.4,-1.8,0.5,-1.3,34.00%,-0.5,#10 Savannah Whitehead (2nd),3.5,4.1,277,13.2,-4.1,-3.5,-0.6,-1.4,-0.72,11.1,57.7,-2.8,-3.9,-3.4,-0.5
6,#13 Jordan Cruz,21,4,,87,6,21,0.286,5,17,0.294,1,4,0.25,,5,6,0.833,0,8,8,3,2,0,7,10,22,24,0.93,21.8,187,6,11.7,11.2,3.2,2.7,1.6,3.7,0,4.3,4.3,1.1,0,5.3,11.10%,9.00%,26.50%,10.10%,0.00%,11.90%,SG,2,2.8,2.5,2.5,3.06,2.4,2.4,3,2.4,2.4,3,2.4,2.4,4.3,4.2,4.2,3.03,4.2,4.2,3,4.2,4.2,3,4.2,4.2,#13 Jordan Cruz,0.86,-0.734,-0.323,0.389,0.742,-0.964,0.459,0.139,0,1.24,1.104,-0.367,1.8,-2.4,0.6,-0.6,1.4,0.7,10.70%,0.1,#13 Jordan Cruz,0.605,-0.443,-0.195,0.477,0.476,-0.687,0.54,-0.035,0,0.219,0.501,-0.439,2.7,-1.8,-0.2,-2.1,0,-1.3,10.70%,-0.1,#13 Jordan Cruz (4th),2.4,4.2,87,21.8,-5,-3.5,-1.5,-0.5,-0.32,10.9,121,-2.8,-3.7,-3.1,-0.6
7,#14 Mia Fleming-Mullins,21,2,,4,0,1,0,0,0,,0,1,0,,0,0,-,1,0,1,0,0,0,1,1,0,1,0,0,9,-1,-0.1,11.6,0,0,0,11.6,11.6,0,11.6,0,0,11.6,30.10%,0.00%,57.60%,0.00%,0.00%,-29.10%,SG,2,5.3,2.2,2.2,3.06,2.2,2.2,3,2.2,2.2,3,2.2,2.2,8.5,4.3,4.3,3.03,4.3,4.3,3,4.3,4.3,3,4.3,4.3,#14 Mia Fleming-Mullins,0.86,-0.742,-0.326,0.389,0.714,-0.964,0.485,0.135,0,1.262,1.142,-0.367,-8.7,-11.2,5.6,-4.3,1.5,-17.1,0.50%,-0.1,#14 Mia Fleming-Mullins,0.605,-0.447,-0.197,0.477,0.476,-0.669,0.552,-0.048,0,0.212,0.539,-0.439,-5.2,-7.8,6.4,-5.1,-0.1,-11.8,0.50%,-0.1,#14 Mia Fleming-Mullins (3rd),2.2,4.3,4,2,-22.8,-14,-8.7,-0.1,-0.1,0.7,148.7,-4.6,-5.1,-4.9,-0.2
8,#20 Erica Adams,21,17,,306,32,76,0.421,13,24,0.542,19,52,0.365,,10,11,0.909,11,28,39,13,8,1,17,25,87,81,1.08,86.4,658,32,13.1,11.6,1.7,2,2,2.6,1.7,4.3,5.9,1.2,0.2,3.8,15.30%,10.20%,18.80%,12.50%,7.20%,18.20%,PG,1,3.1,2.8,2.8,3.06,2.7,2.7,3,2.7,2.7,3,2.7,2.7,3.6,3.7,3.7,3.03,3.6,3.6,3,3.6,3.6,3,3.6,3.6,#20 Erica Adams,0.86,-0.705,-0.31,0.389,0.775,-0.964,0.427,0.144,0,1.214,1.059,-0.367,3.4,-1,1.3,0.2,0.8,4.8,37.50%,1.8,#20 Erica Adams,0.605,-0.424,-0.186,0.477,0.476,-0.709,0.527,-0.02,0,0.227,0.455,-0.439,3.7,-0.9,0.8,-1.3,0,2.3,37.50%,0.9,#20 Erica Adams (2nd),2.7,3.6,306,18,-0.9,0.1,-1,-0.3,0.41,14.6,48,-2.2,-1.1,-0.2,-0.9
9,#21 Kaylin Randhawa,21,18,,377,43,118,0.364,18,60,0.3,25,58,0.431,,38,48,0.792,8,29,37,27,14,1,29,32,142,139,1.02,141,811,48,17.4,14.6,5.9,2.2,3.3,3.6,1,3.6,4.6,1.7,0.1,3.9,11.80%,14.60%,19.60%,21.00%,5.80%,21.80%,SG,2,2.3,2.3,2.3,3.06,2.2,2.2,3,2.2,2.2,3,2.2,2.2,2.7,2.9,2.9,3.03,2.9,2.9,3,2.9,2.9,3,2.9,2.9,#21 Kaylin Randhawa,0.86,-0.662,-0.291,0.389,0.721,-0.964,0.479,0.136,0,1.257,1.134,-0.367,4.5,-1,1,0.9,-0.5,4.7,46.20%,2.2,#21 Kaylin Randhawa,0.605,-0.396,-0.174,0.477,0.476,-0.673,0.549,-0.045,0,0.213,0.53,-0.439,4.8,-0.8,0.4,-1.3,-0.7,2.3,46.20%,1.1,#21 Kaylin Randhawa (1st),2.2,2.9,377,20.9,-1,0.2,-1.1,-0.4,0.48,17.1,24.3,-1.8,-1,0,-1.1
10,#22 Valerie Higgins,21,21,,657,110,233,0.472,7,28,0.25,103,205,0.502,,122,139,0.878,43,157,200,60,78,17,54,46,349,294,1.19,346.9,1413,150,24.6,16.5,9.8,0.5,4.2,3.8,3,11.1,14.2,5.5,1.2,3.3,36.60%,46.50%,16.10%,26.80%,57.00%,39.30%,SG,2,4.3,4.1,4.1,3.06,4.1,4.1,3,4.1,4.1,3,4.1,4.1,0.9,1.1,1.1,3.03,1.1,1.1,3,1.1,1.1,3,1.1,1.1,#22 Valerie Higgins,0.86,-0.563,-0.248,0.389,0.93,-0.964,0.28,0.166,0,1.091,0.846,-0.367,9.6,0.3,2.7,5.8,-2.7,15.7,80.60%,12.7,#22 Valerie Higgins,0.605,-0.332,-0.146,0.477,0.476,-0.813,0.464,0.054,0,0.267,0.241,-0.439,8.2,-1.1,2,0.3,-0.8,8.6,80.60%,6.9,#22 Valerie Higgins (4th),4.1,1.1,657,31.3,10,6.4,3.6,8.1,9.67,26.3,0,-0.2,10,6.4,3.6
11,#23 Lianna Tillman,21,21,,681,75,192,0.391,26,69,0.377,49,123,0.398,,7,14,0.5,16,38,54,87,32,2,58,30,183,198,0.92,181.6,1464,49,12.4,13.1,1,1.8,5.9,4,1.1,2.6,3.7,2.2,0.1,2,9.50%,18.40%,10.10%,37.50%,6.50%,12.30%,PG,1,1.4,1.4,1.4,3.06,1.3,1.3,3,1.3,1.3,3,1.3,1.3,2.5,2.6,2.6,3.03,2.5,2.5,3,2.5,2.5,3,2.5,2.5,#23 Lianna Tillman,0.86,-0.644,-0.283,0.389,0.613,-0.964,0.581,0.121,0,1.342,1.281,-0.367,2.6,-0.2,0.9,2.4,-1.3,4.4,83.50%,3.7,#23 Lianna Tillman,0.605,-0.384,-0.169,0.477,0.476,-0.601,0.592,-0.096,0,0.186,0.679,-0.439,3.1,0.4,0.4,-0.4,-1.6,1.9,83.50%,1.6,#23 Lianna Tillman (1st),1.3,2.5,681,32.4,-1.3,-0.2,-1,-1.1,0.61,27.2,0,0,-1.3,-0.2,-1
12,#24 Liz Smith,21,18,,178,13,36,0.361,10,28,0.357,3,8,0.375,,4,7,0.571,4,16,20,14,4,1,37,17,40,39,1.02,39.7,383,14,10.4,9.4,1.8,2.6,3.7,9.7,1,4.2,5.2,1,0.3,4.4,13.50%,8.80%,22.00%,23.10%,12.40%,13.10%,PG,1,2.7,2.3,2.3,3.06,2.3,2.3,3,2.3,2.3,3,2.3,2.3,3.3,3.5,3.5,3.03,3.5,3.5,3,3.5,3.5,3,3.5,3.5,#24 Liz Smith,0.86,-0.695,-0.306,0.389,0.723,-0.964,0.477,0.136,0,1.255,1.131,-0.367,2.8,-6.7,1.1,0,0.3,-2.5,21.80%,-0.5,#24 Liz Smith,0.605,-0.417,-0.184,0.477,0.476,-0.674,0.548,-0.044,0,0.214,0.527,-0.439,3.3,-4.8,0.4,-1.6,-0.4,-3.1,21.80%,-0.7,#24 Liz Smith (3rd),2.3,3.5,178,9.9,-8.1,-5.3,-2.8,-1.8,-1.34,8.1,90.7,-3.3,-6.5,-4.7,-1.9
13,#30 Sam Ashby,21,21,,494,56,141,0.397,34,101,0.337,22,40,0.55,,11,17,0.647,6,48,54,28,23,2,47,37,157,148,1.06,156,1062,56,14.7,13.3,1.6,3.2,2.6,4.4,0.6,4.5,5.1,2.2,0.2,3.5,13.10%,18.30%,17.30%,16.60%,8.90%,19.70%,SG,2,2.5,2.5,2.5,3.06,2.4,2.4,3,2.4,2.4,3,2.4,2.4,3.2,3.3,3.3,3.03,3.3,3.3,3,3.3,3.3,3,3.3,3.3,#30 Sam Ashby,0.86,-0.684,-0.301,0.389,0.743,-0.964,0.458,0.139,0,1.239,1.103,-0.367,4.3,-2.3,0.9,1.6,0.1,4.6,60.60%,2.8,#30 Sam Ashby,0.605,-0.41,-0.18,0.477,0.476,-0.688,0.54,-0.035,0,0.219,0.499,-0.439,4.7,-1.8,0.1,-1,-0.4,1.7,60.60%,1,#30 Sam Ashby (0),2.4,3.3,494,23.5,-1.1,-0.5,-0.6,-0.6,0.56,19.8,0,-1.3,-1.1,-0.5,-0.6
14,#33 Madalene Ennis,21,7,,17,1,2,0.5,0,0,,1,2,0.5,,0,2,0,0,3,3,0,1,0,1,3,2,3,0.69,2,37,0,5.4,5.5,5.5,0,0,2.7,0,8.2,8.2,2.7,0,8.2,21.20%,23.10%,40.60%,0.00%,0.00%,0.50%,SF,3,3.8,3.2,3.2,3.06,3.1,3.1,3,3.1,3.1,3,3.1,3.1,6,4.5,4.5,3.03,4.5,4.5,3,4.5,4.5,3,4.5,4.5,#33 Madalene Ennis,0.86,-0.751,-0.33,0.389,0.823,-0.964,0.382,0.151,0,1.176,0.993,-0.367,-1.3,-2.6,1.2,0.2,2,-0.4,2.10%,0,#33 Madalene Ennis,0.605,-0.453,-0.199,0.477,0.476,-0.741,0.507,0.003,0,0.24,0.389,-0.439,-0.3,-2,0,-2.9,0.6,-4.6,2.10%,-0.1,#33 Madalene Ennis (0),3.1,4.5,17,2.4,-6.1,-6.8,0.7,-0.1,-0.09,1.5,144.3,-4.5,-4.7,-4.7,0.1
1,#0 Cydney Rivera,21,18,,324,32,94,0.34,9,31,0.29,23,63,0.365,,20,24,0.833,6,22,28,20,6,0,20,14,93,105,0.89,99.1,639,29,15.5,14.7,3.8,1.4,3.1,3.1,0.9,3.4,4.4,0.9,0,2.2,10.80%,10.50%,11.10%,24.80%,0.00%,17.70%,PG,1,2,1.9,1.9,3.04,1.9,1.9,3.01,1.8,1.8,3,1.8,1.8,2.8,3,3,3.03,3,3,3,3,3,3,3,3,#0 Cydney Rivera,0.86,-0.668,-0.294,0.389,0.676,-0.964,0.522,0.13,0,1.293,1.195,-0.367,3,-0.9,0.9,0.4,-0.5,2.9,36.60%,1.1,#0 Cydney Rivera,0.605,-0.4,-0.176,0.477,0.476,-0.643,0.567,-0.067,0,0.202,0.592,-0.439,3.5,-0.5,0.3,-0.8,-1,1.5,36.60%,0.6,#0 Cydney Rivera (1st),1.8,3,324,18,-3.6,-1.3,-2.3,-1.3,-0.6,14.7,42,-2.2,-3.5,-1.4,-2
2,#1 Malia Bambrick,21,22,,765,87,250,0.348,38,106,0.358,49,144,0.34,,20,27,0.741,7,62,69,35,14,1,45,12,232,262,0.89,247.3,1509,72,16.4,16.6,1.8,2.5,2.3,3,0.5,4.1,4.6,0.9,0.1,0.8,11.30%,10.40%,4.00%,18.40%,1.60%,18.50%,SG,2,2.3,2.3,2.3,3.04,2.2,2.2,3.01,2.2,2.2,3,2.2,2.2,3.2,3.2,3.2,3.03,3.2,3.2,3,3.2,3.2,3,3.2,3.2,#1 Malia Bambrick,0.86,-0.682,-0.3,0.389,0.716,-0.964,0.484,0.135,0,1.261,1.14,-0.367,3.2,-1.2,0.8,1,0,3.7,86.40%,3.2,#1 Malia Bambrick,0.605,-0.409,-0.18,0.477,0.476,-0.67,0.551,-0.048,0,0.212,0.537,-0.439,4,-0.9,0.1,-0.1,-0.6,2.5,86.40%,2.1,#1 Malia Bambrick (4th),2.2,3.2,765,34.8,-2.8,-0.4,-2.4,-2.4,-0.68,29.4,0,0.4,-2.8,-0.4,-2.4
3,#3 Jayda Ruffus-Milner,21,22,,594,47,102,0.461,4,11,0.364,43,91,0.472,,41,67,0.612,41,70,111,26,17,11,60,62,139,131,1.06,146.7,1172,59,12.5,8.7,5.7,0.3,2.2,5.1,3.5,6,9.5,1.5,0.9,5.3,23.40%,16.20%,26.80%,17.60%,22.50%,19.50%,SG,2,3.8,3.6,3.6,3.04,3.6,3.6,3.01,3.6,3.6,3,3.6,3.6,3.2,3.2,3.2,3.03,3.2,3.2,3,3.2,3.2,3,3.2,3.2,#3 Jayda Ruffus-Milner,0.86,-0.681,-0.3,0.389,0.873,-0.964,0.334,0.158,0,1.136,0.924,-0.367,3.3,-3,2.1,0.6,0.3,3.2,67.10%,2.2,#3 Jayda Ruffus-Milner,0.605,-0.408,-0.18,0.477,0.476,-0.775,0.487,0.027,0,0.253,0.32,-0.439,3.2,-2.9,1.9,-1.7,0.1,0.5,67.10%,0.4,#3 Jayda Ruffus-Milner (5th),3.6,3.2,594,27,-3.3,-2.3,-1,-2.2,-0.86,22.8,0,-0.8,-3.3,-2.3,-1
4,#4 Cheyenne Givens,21,22,,549,63,194,0.325,13,49,0.265,50,145,0.345,,52,68,0.765,16,32,48,47,38,5,69,49,191,224,0.85,204.1,1083,54,18.8,17.9,6.3,1.2,4.3,6.4,1.5,3,4.4,3.5,0.5,4.5,11.00%,39.30%,22.90%,34.50%,11.00%,19.40%,PG,1,1.3,1.3,1.3,3.04,1.2,1.2,3.01,1.2,1.2,3,1.2,1.2,2.1,2.2,2.2,3.03,2.2,2.2,3,2.2,2.2,3,2.2,2.2,#4 Cheyenne Givens,0.86,-0.625,-0.275,0.389,0.605,-0.964,0.59,0.12,0,1.349,1.293,-0.367,3.7,-3.5,1.2,3.7,-1.9,3.3,62.00%,2,#4 Cheyenne Givens,0.605,-0.372,-0.164,0.477,0.476,-0.595,0.596,-0.1,0,0.183,0.691,-0.439,4.3,-1.7,0.6,-1,-1.9,0.2,62.00%,0.2,#4 Cheyenne Givens (2nd),1.2,2.2,549,25,-3.2,-2.6,-0.6,-2,-0.77,21.1,0,-1.1,-3.2,-2.6,-0.6
5,#5 Isabel Montoya,21,7,,20,0,4,0,0,4,0,0,0,,,1,2,0.5,0,2,2,1,0,0,1,1,1,5,0.2,1.3,39,-2,3.3,10.1,5.1,0,2.5,2.5,0,5.1,5.1,0,0,2.5,12.50%,0.00%,12.80%,20.10%,0.00%,-19.60%,PG,1,2.6,1.5,1.5,3.04,1.4,1.4,3.01,1.4,1.4,3,1.4,1.4,6.3,4.7,4.7,3.03,4.6,4.6,3,4.6,4.6,3,4.6,4.6,#5 Isabel Montoya,0.86,-0.76,-0.334,0.389,0.627,-0.964,0.569,0.123,0,1.332,1.263,-0.367,-6.6,-0.9,0.6,-0.9,1.6,-6.1,2.30%,-0.1,#5 Isabel Montoya,0.605,-0.459,-0.202,0.477,0.476,-0.61,0.587,-0.09,0,0.189,0.66,-0.439,-3.7,-0.3,-0.5,-1.1,-0.6,-6.3,2.30%,-0.1,#5 Isabel Montoya (2nd),1.4,4.6,20,2.9,-12.7,-9.1,-3.5,-0.3,-0.24,1.8,143.3,-4.4,-5.4,-5,-0.4
6,#10 Jane Nwaba,21,22,,323,33,72,0.458,0,3,0,33,69,0.478,,10,25,0.4,34,40,74,12,17,5,23,26,76,83,0.92,80.8,637,25,12.7,11.3,3.9,0,1.9,3.6,5.3,6.3,11.6,2.7,0.8,4.1,28.70%,29.90%,20.70%,15.00%,18.80%,15.40%,SF,3,3.9,3.8,3.8,3.04,3.7,3.7,3.01,3.7,3.7,3,3.7,3.7,3.7,3.7,3.7,3.03,3.7,3.7,3,3.7,3.7,3,3.7,3.7,#10 Jane Nwaba,0.86,-0.709,-0.312,0.389,0.886,-0.964,0.322,0.16,0,1.126,0.907,-0.367,1.7,-1.8,2.7,2.2,1,5.8,36.50%,2.1,#10 Jane Nwaba,0.605,-0.426,-0.187,0.477,0.476,-0.783,0.482,0.033,0,0.256,0.302,-0.439,2.1,-1.9,2.8,-0.9,0.3,2.4,36.50%,0.9,#10 Jane Nwaba (4th),3.7,3.7,323,14.7,-0.7,-0.5,-0.3,-0.3,0.46,12.4,42.3,-2.6,-0.9,-0.7,-0.2
7,#11 Monique Andriuolo,21,22,,585,76,195,0.39,8,26,0.308,68,169,0.402,,48,63,0.762,40,123,163,10,20,22,22,47,208,223,0.93,221,1154,72,19.2,16.9,5.5,0.7,0.9,1.9,3.5,10.7,14.1,1.7,1.9,4.1,34.90%,19.40%,20.60%,6.90%,45.60%,24.20%,SF,3,5.4,5.2,5,3.04,5.2,5,3.01,5.2,5,3,5.2,5,3.5,3.5,3.5,3.03,3.5,3.5,3,3.5,3.5,3,3.5,3.5,#11 Monique Andriuolo,0.86,-0.697,-0.307,0.389,1.034,-0.964,0.181,0.181,0,1.008,0.703,-0.367,3.3,-0.9,2.6,1.6,0.7,7.2,66.10%,4.7,#11 Monique Andriuolo,0.605,-0.418,-0.184,0.477,0.476,-0.882,0.422,0.103,0,0.294,0.097,-0.439,3.8,-1.3,2.6,-1.1,0.2,4.3,66.10%,2.8,#11 Monique Andriuolo (3rd),5,3.5,585,26.6,0.7,1.4,-0.7,0.4,1.76,22.5,0,-0.8,0.7,1.4,-0.7
8,#14 Jayla Ruffus-Milner,21,18,,487,39,82,0.476,1,1,1,38,81,0.469,,17,39,0.436,44,46,90,23,27,6,30,50,96,99,0.97,101.8,961,35,10.6,8.5,4.1,0.1,2.4,3.1,4.6,4.8,9.4,2.8,0.6,5.2,23.20%,31.50%,26.30%,19.00%,14.90%,14.30%,SG,2,3.2,3.1,3.1,3.04,3,3,3.01,3,3,3,3,3,3.5,3.6,3.6,3.03,3.5,3.5,3,3.5,3.5,3,3.5,3.5,#14 Jayla Ruffus-Milner,0.86,-0.699,-0.308,0.389,0.81,-0.964,0.394,0.149,0,1.186,1.011,-0.367,1.9,-1.1,2.5,2.1,0.7,6.2,55.00%,3.4,#14 Jayla Ruffus-Milner,0.605,-0.42,-0.185,0.477,0.476,-0.733,0.513,-0.003,0,0.236,0.407,-0.439,2.1,-1.1,2.3,-1.4,0.2,2.2,55.00%,1.2,#14 Jayla Ruffus-Milner (2nd),3,3.5,487,27.1,-0.3,-0.7,0.3,-0.2,0.91,22.1,0,-0.9,-0.3,-0.7,0.3
9,#22 Kennedy Carson,21,22,,425,46,96,0.479,16,42,0.381,30,54,0.556,,20,23,0.87,7,35,42,40,10,4,64,21,128,106,1.21,134.2,838,63,16,11.5,2.7,1.9,4.8,7.6,0.8,4.2,5,1.2,0.5,2.5,12.40%,13.40%,12.70%,37.90%,11.40%,29.30%,SF,3,1.8,2,2,3.04,1.9,1.9,3.01,1.9,1.9,3,1.9,1.9,1,1.3,1.3,3.03,1.3,1.3,3,1.3,1.3,3,1.3,1.3,#22 Kennedy Carson,0.86,-0.575,-0.253,0.389,0.684,-0.964,0.514,0.131,0,1.286,1.184,-0.367,7.2,-4.1,1,1.2,-2.8,2.4,48.00%,1.2,#22 Kennedy Carson,0.605,-0.339,-0.149,0.477,0.476,-0.648,0.564,-0.063,0,0.204,0.581,-0.439,6.3,-2.7,0.2,-0.6,-1.7,1.6,48.00%,0.8,#22 Kennedy Carson (1st),1.9,1.3,425,19.3,-4.1,-1.3,-2.8,-2,-0.99,16.3,8.3,-1.9,-4,-1.3,-2.7
10,#24 Hayley Duren,21,16,,119,5,25,0.2,0,1,0,5,24,0.208,,4,10,0.4,8,17,25,1,6,9,10,25,14,29,0.48,15.7,235,-4,6.7,10.6,4.3,0,0.4,4.3,3.4,7.2,10.6,2.6,3.8,10.6,26.30%,28.60%,53.90%,3.40%,91.70%,-6.60%,PF,4,5.6,5.2,5,3.04,5.1,5,3.01,5.1,5,3,5.1,5,6.3,5.6,5,3.03,5.6,5,3,5.6,5,3,5.6,5,#24 Hayley Duren,0.86,-0.78,-0.343,0.389,1.034,-0.964,0.181,0.181,0,1.008,0.703,-0.367,-4,-3.7,1.9,1.4,2.8,-1.6,13.40%,-0.2,#24 Hayley Duren,0.605,-0.472,-0.208,0.477,0.476,-0.882,0.422,0.103,0,0.294,0.097,-0.439,-1.9,-3.6,2.2,-3.6,0.9,-5.9,13.40%,-0.8,#24 Hayley Duren (4th),5,5,119,7.4,-8.1,-8.8,0.7,-1.1,-0.82,6,110.3,-3.7,-6,-6.3,0.3
11,#45 Tara Dushharm,21,15,,236,33,74,0.446,0,0,,33,74,0.446,,35,39,0.897,12,42,54,5,1,10,17,38,101,91,1.11,106.3,466,45,22.8,15.9,8.4,0,1.1,3.7,2.6,9,11.6,0.2,2.1,8.2,28.70%,2.40%,41.30%,8.50%,51.40%,37.90%,C,5,5.5,5.4,5,3.04,5.4,5,3.01,5.4,5,3,5.4,5,2.2,2.5,2.5,3.03,2.5,2.5,3,2.5,2.5,3,2.5,2.5,#45 Tara Dushharm,0.86,-0.642,-0.282,0.389,1.034,-0.964,0.181,0.181,0,1.008,0.703,-0.367,7.1,-2.4,2.1,-1.3,-0.7,4.8,26.70%,1.3,#45 Tara Dushharm,0.605,-0.383,-0.168,0.477,0.476,-0.882,0.422,0.103,0,0.294,0.097,-0.439,6.3,-2.7,2,-3.3,-0.2,2.1,26.70%,0.6,#45 Tara Dushharm (1st),5,2.5,236,15.7,-1.7,-0.8,-1,-0.5,0.07,12.4,71.3,-2.6,-1.9,-1.2,-0.7
1,#1 Mckelle Meek,21,18,,191,20,43,0.465,13,30,30,7,13,0.538,,11,16,0.688,9,9,18,8,13,1,12,25,64,50,1.28,61.5,394,28,15.6,10.9,4.1,3.3,2,3,2.3,2.3,4.6,3.3,0.3,6.3,13.10%,25.50%,26.60%,9.00%,12.90%,26.10%,PG,1,2.8,2.4,2.4,3.05,2.4,2.4,3.01,2.4,2.4,3,2.4,2.4,3.2,3.3,3.3,3.13,3.2,3.2,3.02,3.2,3.2,3,3.2,3.2,#1 Mckelle Meek,0.86,-0.681,-0.299,0.389,0.734,-0.964,0.467,0.138,0,1.247,1.116,-0.367,6,-1.4,1.4,2.1,0,8.1,21.60%,1.7,#1 Mckelle Meek,0.605,-0.408,-0.179,0.477,0.476,-0.682,0.544,-0.039,0,0.217,0.512,-0.439,5.8,-1.1,1.2,-1.9,-0.5,3.5,21.60%,0.7,#1 Mckelle Meek (1st),2.4,3.2,191,10.6,1.1,1.4,-0.4,0.2,0.66,8.7,86.3,-3.2,-0.3,0,-0.3
2,#2 Rose Pflug,21,20,,244,18,57,0.316,6,23,23,12,34,0.353,,9,14,0.643,6,11,17,22,2,1,27,16,51,63,0.81,47.8,504,5,9.5,11.3,2.8,1.2,4.4,5.4,1.2,2.2,3.4,0.4,0.2,3.2,9.70%,3.10%,13.30%,19.40%,10.10%,4.00%,SG,2,2.5,2.4,2.4,3.05,2.4,2.4,3.01,2.4,2.4,3,2.4,2.4,4.4,4.3,4.3,3.13,4.2,4.2,3.02,4.2,4.2,3,4.2,4.2,#2 Rose Pflug,0.86,-0.733,-0.323,0.389,0.734,-0.964,0.466,0.138,0,1.247,1.115,-0.367,-0.6,-2,0.9,-0.4,1.3,-0.8,27.60%,-0.2,#2 Rose Pflug,0.605,-0.442,-0.194,0.477,0.476,-0.682,0.544,-0.039,0,0.217,0.512,-0.439,0.8,-1.6,0.6,-1.2,0,-1.5,27.60%,-0.4,#2 Rose Pflug (4th),2.4,4.2,244,12.2,-7.8,-3.5,-4.3,-2.1,-1.59,10.2,68.7,-3,-6.7,-3.4,-3.3
3,#4 Keeley Frawley,21,23,,604,45,107,0.421,24,57,57,21,50,0.42,,9,12,0.75,23,60,83,53,21,1,39,15,123,112,1.1,117.3,1247,42,9.4,8.6,1,1.9,4.2,3.1,1.8,4.8,6.7,1.7,0.1,1.2,19.10%,13.00%,5.00%,18.90%,4.10%,12.40%,SF,3,2.9,2.9,2.9,3.05,2.9,2.9,3.01,2.9,2.9,3,2.9,2.9,3.7,3.7,3.7,3.13,3.6,3.6,3.02,3.6,3.6,3,3.6,3.6,#4 Keeley Frawley,0.86,-0.701,-0.308,0.389,0.79,-0.964,0.413,0.146,0,1.202,1.038,-0.367,2.5,0.3,1.5,1.7,0.7,6.7,68.20%,4.6,#4 Keeley Frawley,0.605,-0.421,-0.185,0.477,0.476,-0.719,0.521,-0.012,0,0.231,0.434,-0.439,2.8,-0.2,0.9,-0.1,0.1,3.5,68.20%,2.4,#4 Keeley Frawley (5th),2.9,3.6,604,26.3,-0.3,1.5,-1.8,-0.2,1.18,22.4,0,-0.8,-0.3,1.5,-1.8
