Rk,,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TSA,Pt/TSA,Adj. Pts,Possessions,ThreshPts,Adj Pt,FGA,FTA,3FG,AST,TO,ORB,DRB,TRB,STL,BLK,PF,% of TRB,% of STL,% of PF,% of AST,% of BLK,% of ThreshPts,Position,Pos Num,Est Pos 1,Min Adj 1,Trim 1,Tm Avg 1,Adj Pos 2,Trim 2,Tm Avg 2,Adj Pos 3,Trim 3,Tm Avg 3,Adj Pos 4,Position,Est Off. Role 1,Min Adj 1,Trim 1,Tm Avg 1,Adj Off. Role 2,Trim 2,Tm Avg 2,Adj Off. Role 3,Trim 3,Tm Avg 3,Adj Off. Role 4,Offensive Role,Player,Adj. Pt,FGA,FTA,3FG,AST,TO,ORB,DRB,TRB,STL,BLK,PF,Scoring,Ballhandling,Rebounding,Defense,Pos Const,Raw BPM,% Min,Contrib,Player,Adj. Pt,FGA,FTA,3FG,AST,TO,ORB,DRB,TRB,STL,BLK,PF,Scoring,Ballhandling,Rebounding,Defense,Pos Const,Raw OBPM,% Min,Contrib,Player,Pos,Off. Role,Minutes,MPG,BPM,OBPM,DBPM,Contrib,VORP,ReMPG,ReMin,ExpBPM,ReBPM,ReOBPM,ReDBPM
2,#4 Steph Gorman,21,15,,397,43,43,0.344,32,78,0.41,11,47,0.234,,15,20,0.75,4,28,32,35,35,3,17,16,133,52,2.57,79.4,845,45,9.4,5.1,2.4,3.8,4.1,2,0.5,3.3,3.8,4.1,0.4,1.9,10.50%,26.80%,8.60%,25.20%,15.50%,43.60%,SG,2,1.8,1.8,1.8,3.06,1.8,1.8,3,1.8,1.8,3,1.8,1.8,0.6,1,1,3.1,0.9,1,3.03,0.8,1,3.01,0.8,1,#4 Steph Gorman,0.86,-0.56,-0.246,0.389,0.668,-0.964,0.529,0.129,0,1.299,1.205,-0.367,6.1,0.8,0.7,5.1,-3.3,9.5,55.20%,5.2,#4 Steph Gorman,0.605,-0.33,-0.145,0.477,0.476,-0.638,0.57,-0.07,0,0.2,0.603,-0.439,5.5,0.7,0,0.2,-1.9,4.5,55.20%,2.5,#4 Steph Gorman (4th),1.8,1,397,26.5,5.6,2.9,2.7,3.1,4.18,20.9,17.7,-1.1,5.3,2.7,2.6
3,#5 Ayanna Khalfani,21,18,,297,28,28,0.311,2,7,0.286,26,83,0.313,,16,29,0.552,27,31,58,17,21,2,42,27,74,41,1.82,31.8,632,5,5,4.4,4.6,0.3,2.7,6.6,4.3,4.9,9.2,3.3,0.3,4.3,25.30%,21.50%,19.30%,16.30%,13.80%,5.90%,SG,2,3.6,3.4,3.4,3.06,3.3,3.3,3,3.3,3.3,3,3.3,3.3,4.4,4.3,4.3,3.1,4.2,4.2,3.03,4.2,4.2,3.01,4.2,4.2,#5 Ayanna Khalfani,0.86,-0.736,-0.324,0.389,0.845,-0.964,0.361,0.154,0,1.158,0.963,-0.367,-0.3,-4.1,2.3,2.6,1.7,2.1,41.30%,0.9,#5 Ayanna Khalfani,0.605,-0.444,-0.195,0.477,0.476,-0.756,0.499,0.014,0,0.245,0.358,-0.439,0.3,-3.7,2.2,-0.9,0.5,-1.6,41.30%,-0.7,#5 Ayanna Khalfani (5th),3.3,4.2,297,16.5,-1.8,-3.3,1.5,-0.7,0.09,13.5,51,-2.4,-1.9,-3.2,1.3
4,#10 Myah Pace,21,14,,428,64,64,0.448,2,21,0.095,62,122,0.508,,35,58,0.603,30,40,70,35,35,2,32,26,165,90,1.84,72.4,911,12,8,7,6.4,0.2,3.8,3.5,3.3,4.4,7.7,3.8,0.2,2.9,21.20%,24.80%,12.90%,23.40%,9.60%,11.20%,SG,2,2.8,2.7,2.7,3.06,2.7,2.7,3,2.7,2.7,3,2.7,2.7,3.5,3.5,3.5,3.1,3.4,3.4,3.03,3.4,3.4,3.01,3.4,3.4,#10 Myah Pace,0.86,-0.692,-0.304,0.389,0.769,-0.964,0.433,0.143,0,1.219,1.067,-0.367,0.1,-0.4,2.1,3.9,0.4,6,59.50%,3.6,#10 Myah Pace,0.605,-0.415,-0.183,0.477,0.476,-0.705,0.529,-0.023,0,0.226,0.464,-0.439,0.8,-0.6,1.6,-0.3,-0.1,1.4,59.50%,0.9,#10 Myah Pace (2nd),2.7,3.4,428,30.6,2.1,-0.2,2.4,1.3,2.46,23.8,7.3,-0.6,2.1,-0.2,2.3
5,#11 Laura Erikstrup,21,18,,229,34,34,0.425,2,5,0.4,32,75,0.427,,20,27,0.741,25,25,50,10,7,3,22,33,90,46,1.96,42.6,487,12,8.7,7,5.5,0.4,2.1,4.5,5.1,5.1,10.3,1.4,0.6,6.8,28.30%,9.30%,30.60%,12.50%,26.90%,20.00%,C,5,4.7,4.7,4.7,3.06,4.7,4.7,3,4.7,4.7,3,4.7,4.7,3.5,3.6,3.6,3.1,3.5,3.5,3.03,3.4,3.4,3.01,3.4,3.4,#11 Laura Erikstrup,0.86,-0.693,-0.305,0.389,0.995,-0.964,0.218,0.175,0,1.039,0.756,-0.367,1.1,-2.3,2,-0.5,0.6,0.9,31.80%,0.3,#11 Laura Erikstrup,0.605,-0.416,-0.183,0.477,0.476,-0.856,0.438,0.085,0,0.284,0.15,-0.439,1.6,-2.9,2.7,-2.5,0.2,-0.9,31.80%,-0.3,#11 Laura Erikstrup (2nd),4.7,3.4,229,12.7,-3,-2.6,-0.4,-1,-0.32,10.4,73.7,-2.9,-3,-2.7,-0.3
6,#14 Karla Martinez,21,10,,51,5,5,0.333,4,8,0.5,1,7,0.143,,2,2,1,0,5,5,3,1,0,3,3,16,6,2.72,9.9,109,6,9.1,4.6,1.8,3.7,2.8,2.8,0,4.6,4.6,0.9,0,2.8,12.70%,6.00%,12.50%,16.80%,0.00%,45.40%,PG,1,2.6,1.8,1.8,3.06,1.8,1.8,3,1.8,1.8,3,1.8,1.8,1,2.5,2.5,3.1,2.4,2.4,3.03,2.4,2.4,3.01,2.3,2.3,#14 Karla Martinez,0.86,-0.634,-0.279,0.389,0.665,-0.964,0.532,0.128,0,1.301,1.21,-0.367,5.9,-0.8,0.6,0.2,-1.4,4.4,7.10%,0.3,#14 Karla Martinez,0.605,-0.378,-0.166,0.477,0.476,-0.636,0.571,-0.072,0,0.199,0.607,-0.439,5.2,-0.4,-0.3,-1,-1.3,2.1,7.10%,0.1,#14 Karla Martinez (4th),1.8,2.3,51,5.1,0.5,0.4,0.1,0,0.18,3.6,133,-4.1,-2.8,-2.9,0
7,#20 Erica Martinsen,21,17,,251,35,35,0.372,28,68,0.412,7,26,0.269,,4,7,0.571,5,20,25,15,23,2,11,26,102,38,2.68,62.6,534,37,11.7,6.6,1.3,5.2,2.8,2.1,0.9,3.7,4.7,4.3,0.4,4.9,12.90%,27.80%,22.00%,17.10%,16.40%,57.20%,PG,1,2.4,2.2,2.2,3.06,2.1,2.1,3,2.1,2.1,3,2.1,2.1,0,0.6,1,3.1,0.5,1,3.03,0.5,1,3.01,0.5,1,#20 Erica Martinsen,0.86,-0.56,-0.246,0.389,0.709,-0.964,0.49,0.135,0,1.266,1.149,-0.367,8.1,0,1,4.1,-3.1,10.1,34.90%,3.5,#20 Erica Martinsen,0.605,-0.33,-0.145,0.477,0.476,-0.665,0.554,-0.051,0,0.21,0.546,-0.439,7.2,0,0.3,-1,-1.6,4.9,34.90%,1.7,#20 Erica Martinsen (3rd),2.1,1,251,14.8,6.2,3.3,2.9,2.2,2.85,12,66.3,-2.7,4.3,2,2.3
8,#21 Kylie Horstmeyer,21,8,,43,2,2,0.182,0,1,0,2,10,0.2,,0,0,-,2,4,6,1,0,0,1,1,4,2,2,1.9,91,1,2.1,2.2,0,0,1.1,1.1,2.2,4.4,6.6,0,0,1.1,18.10%,0.00%,4.90%,6.60%,0.00%,5.30%,SG,2,3.5,2.7,2.7,3.06,2.6,2.6,3,2.6,2.6,3,2.6,2.6,5.1,4.5,4.5,3.1,4.4,4.4,3.03,4.4,4.4,3.01,4.4,4.4,#21 Kylie Horstmeyer,0.86,-0.745,-0.328,0.389,0.766,-0.964,0.436,0.143,0,1.221,1.072,-0.367,0.2,-0.2,1.6,-0.4,1.7,2.9,6.00%,0.2,#21 Kylie Horstmeyer,0.605,-0.45,-0.198,0.477,0.476,-0.703,0.531,-0.024,0,0.225,0.468,-0.439,0.3,-0.2,1.1,-0.5,0.3,0.9,6.00%,0.1,#21 Kylie Horstmeyer (2nd),2.6,4.4,43,5.4,-1,-0.8,-0.3,-0.1,0.06,3.6,135.7,-4.1,-3.4,-3.3,-0.1
9,#23 Jordyn Edwards,21,16,,498,58,58,0.382,16,45,0.356,42,107,0.392,,32,42,0.762,22,36,58,65,52,7,39,56,164,76,2.14,84.9,1060,34,8,5.5,4,1.5,6.1,3.7,2.1,3.4,5.5,4.9,0.7,5.3,15.10%,31.70%,23.90%,37.30%,28.90%,26.20%,PG,1,2.1,2,2,3.06,1.9,1.9,3,1.9,1.9,3,1.9,1.9,1.3,1.5,1.5,3.1,1.4,1.4,3.03,1.4,1.4,3.01,1.4,1.4,#23 Jordyn Edwards,0.86,-0.582,-0.256,0.389,0.681,-0.964,0.517,0.13,0,1.289,1.188,-0.367,3.3,0.6,1.5,5.2,-2.7,7.9,69.20%,5.5,#23 Jordyn Edwards,0.605,-0.344,-0.151,0.477,0.476,-0.646,0.565,-0.064,0,0.203,0.585,-0.439,3.1,0.5,1,-0.9,-1.6,2,69.20%,1.4,#23 Jordyn Edwards (1st),1.9,1.4,498,31.1,4,0.4,3.7,2.8,4.16,24.9,0,-0.4,4,0.4,3.7
10,#25 Nicole Blakes,21,16,,82,8,8,0.5,0,0,,8,16,0.5,,2,2,1,5,11,16,3,2,1,5,4,18,9,2.03,8.8,174,3,5.1,4.6,1.1,0,1.7,2.9,2.9,6.3,9.2,1.1,0.6,2.3,25.30%,7.40%,10.40%,10.50%,25.10%,13.50%,PF,4,4.3,4.2,4.2,3.06,4.1,4.1,3,4.1,4.1,3,4.1,4.1,4.2,4.1,4.1,3.1,4,4,3.03,4,4,3.01,3.9,3.9,#25 Nicole Blakes,0.86,-0.722,-0.318,0.389,0.934,-0.964,0.276,0.167,0,1.088,0.841,-0.367,0.7,-1.2,1.8,0.9,1.3,3.6,11.40%,0.4,#25 Nicole Blakes,0.605,-0.435,-0.191,0.477,0.476,-0.815,0.463,0.055,0,0.268,0.236,-0.439,0.8,-1.5,1.7,-0.6,0.4,0.8,11.40%,0.1,#25 Nicole Blakes (4th),4.1,3.9,82,5.1,-0.3,-0.8,0.5,0,0.19,4.1,122.7,-4,-2.6,-2.7,0.2
11,#30 Kendall Bird,21,17,,360,48,48,0.414,0,0,,48,116,0.414,,20,43,0.465,24,39,63,9,12,8,26,47,116,67,1.73,46.8,766,2,6.1,6.3,5.6,0,1.2,3.4,3.1,5.1,8.2,1.6,1,6.1,22.70%,10.10%,27.70%,7.10%,45.70%,2.10%,PF,4,4.6,4.6,4.6,3.06,4.5,4.5,3,4.5,4.5,3,4.5,4.5,5.3,5.2,5,3.1,5.1,5,3.03,5,5,3.01,5,5,#30 Kendall Bird,0.86,-0.78,-0.343,0.389,0.976,-0.964,0.236,0.173,0,1.054,0.783,-0.367,-1.6,-2.1,1.6,0.2,2.8,0.9,50.00%,0.5,#30 Kendall Bird,0.605,-0.472,-0.208,0.477,0.476,-0.843,0.446,0.076,0,0.279,0.177,-0.439,-0.4,-2.3,1.8,-2.1,0.9,-2.2,50.00%,-1.1,#30 Kendall Bird (1st),4.5,5,360,21.2,-3,-3.8,0.8,-1.5,-0.49,17.1,30,-1.8,-2.9,-3.7,0.8
12,#32 Sydney Hunter,21,18,,551,66,66,0.5,0,1,0,66,131,0.504,,36,51,0.706,43,67,110,41,32,2,43,57,168,88,1.9,76.5,1172,17,6.5,5.6,4.4,0,3.5,3.7,3.7,5.7,9.4,2.7,0.2,4.9,25.90%,17.60%,22.00%,21.30%,7.50%,12.10%,SG,2,3.5,3.4,3.4,3.06,3.3,3.3,3,3.3,3.3,3,3.3,3.3,3.6,3.6,3.6,3.1,3.5,3.5,3.03,3.5,3.5,3.01,3.4,3.4,#32 Sydney Hunter,0.86,-0.694,-0.306,0.389,0.845,-0.964,0.361,0.154,0,1.158,0.963,-0.367,0.4,-0.6,2.2,1.5,0.6,4.2,76.50%,3.2,#32 Sydney Hunter,0.605,-0.417,-0.183,0.477,0.476,-0.756,0.499,0.014,0,0.245,0.358,-0.439,0.8,-1.1,1.9,-1.4,0.2,0.4,76.50%,0.3,#32 Sydney Hunter (3rd),3.3,3.4,551,30.6,0.3,-1.3,1.5,0.2,1.73,25,0,-0.4,0.3,-1.3,1.5
13,#33 Amanda Olinger,21,17,,180,18,18,0.375,2,14,0.143,16,34,0.471,,1,9,0.111,13,28,41,3,4,4,11,17,39,22,1.78,16.3,383,2,4.3,4.7,2.3,0.5,0.8,2.9,3.4,7.3,10.7,1,1,4.4,29.50%,6.70%,20.10%,4.80%,45.70%,3.40%,PF,4,5.3,5,5,3.06,5,5,3,5,5,3,5,5,5.4,5.1,5,3.1,5,5,3.03,5,5,3.01,4.9,4.9,#33 Amanda Olinger,0.86,-0.777,-0.342,0.389,1.03,-0.964,0.185,0.18,0,1.011,0.708,-0.367,-0.6,-2,1.9,0.2,2.7,2.3,25.00%,0.6,#33 Amanda Olinger,0.605,-0.47,-0.207,0.477,0.476,-0.879,0.424,0.101,0,0.293,0.103,-0.439,0.1,-2.2,2.2,-1.5,0.8,-0.5,25.00%,-0.1,#33 Amanda Olinger (0),5,4.9,180,10.6,-1.6,-2.2,0.6,-0.4,0.09,8.6,90,-3.3,-2.2,-2.6,0.4
14,#34 Gabby Giuffre,21,14,,95,8,8,0.276,4,17,0.235,4,12,0.333,,0,0,,0,6,6,7,5,0,10,14,20,8,2.5,11.7,202,6,5.8,4,0,2,3.5,4.9,0,3,3,2.5,0,6.9,8.20%,16.00%,31.30%,21.00%,0.00%,25.90%,SG,2,2,2,2,3.06,1.9,1.9,3,1.9,1.9,3,1.9,1.9,2.4,2.9,2.9,3.1,2.8,2.8,3.03,2.8,2.8,3.01,2.8,2.8,#34 Gabby Giuffre,0.86,-0.659,-0.29,0.389,0.687,-0.964,0.511,0.131,0,1.284,1.18,-0.367,3.2,-2.4,0.4,0.6,-0.7,1.1,13.20%,0.1,#34 Gabby Giuffre,0.605,-0.394,-0.173,0.477,0.476,-0.65,0.563,-0.061,0,0.205,0.577,-0.439,2.9,-1.6,-0.2,-2.5,-1,-2.4,13.20%,-0.3,#34 Gabby Giuffre (0),1.9,2.8,95,6.8,-2.8,-4,1.2,-0.4,-0.11,5.3,118.3,-3.8,-3.4,-3.9,0.5
1,#1 Rain Sheh,21,8,,37,1,7,0.143,0,3,0,1,4,0.25,,1,2,0.5,1,3,4,3,3,0,1,7,3,8,0.38,2.3,75,-3,3.1,9.3,2.7,0,4,1.3,1.3,4,5.3,4,0,9.3,14.00%,41.40%,41.00%,20.30%,0.00%,-14.70%,PG,1,2,1.4,1.4,3,1.4,1.4,3,1.4,1.4,3,1.4,1.4,5.9,4.8,4.8,3.02,4.8,4.8,3,4.8,4.8,3,4.8,4.8,#1 Rain Sheh,0.86,-0.769,-0.338,0.389,0.628,-0.964,0.567,0.123,0,1.331,1.261,-0.367,-5.4,1.2,1.2,1.9,1.8,0.8,4.00%,0,#1 Rain Sheh,0.605,-0.465,-0.204,0.477,0.476,-0.611,0.587,-0.089,0,0.189,0.659,-0.439,-3,1.1,0.4,-3.3,-0.6,-5.4,4.00%,-0.2,#1 Rain Sheh (1st),1.4,4.8,37,4.6,-4.5,-6.5,2,-0.2,-0.1,3.1,137.7,-4.2,-4.3,-4.7,0.4
2,#2 Kia Vaalavirta,21,23,,270,23,55,0.418,10,28,0.357,13,27,0.482,,14,20,0.7,6,16,22,16,7,0,18,26,70,64,1.1,64.5,549,22,11.7,10,3.6,1.8,2.9,3.3,1.1,2.9,4,1.3,0,4.7,10.50%,13.20%,20.90%,14.80%,0.00%,14.80%,PG,1,2.4,2.2,2.2,3,2.2,2.2,3,2.2,2.2,3,2.2,2.2,3.8,3.8,3.8,3.02,3.8,3.8,3,3.8,3.8,3,3.8,3.8,#2 Kia Vaalavirta,0.86,-0.712,-0.313,0.389,0.713,-0.964,0.486,0.135,0,1.263,1.144,-0.367,2.5,-1.1,0.9,-0.1,0.7,3,29.10%,0.9,#2 Kia Vaalavirta,0.605,-0.428,-0.188,0.477,0.476,-0.668,0.552,-0.049,0,0.211,0.54,-0.439,3,-0.8,0.5,-1.8,-0.4,0.5,29.10%,0.1,#2 Kia Vaalavirta (4th),2.2,3.8,270,11.7,-2.3,-0.6,-1.7,-0.7,-0.09,10,60,-3,-2.4,-1.1,-1.4
3,#3 Marta Galic,21,23,,327,74,172,0.43,25,75,0.333,49,97,0.505,,12,22,0.546,18,60,78,14,19,5,21,38,185,182,1.02,169.4,665,48,25.5,25.9,3.3,3.8,2.1,3.2,2.7,9,11.7,2.9,0.8,5.7,30.90%,29.70%,25.20%,10.70%,26.80%,26.80%,SG,2,4.4,4.1,4.1,3,4.1,4.1,3,4.1,4.1,3,4.1,4.1,3,3.1,3.1,3.02,3.1,3.1,3,3.1,3.1,3,3.1,3.1,#3 Marta Galic,0.86,-0.676,-0.298,0.389,0.928,-0.964,0.282,0.166,0,1.092,0.849,-0.367,4.9,-1.1,2.3,1.7,0.2,7.9,35.20%,2.8,#3 Marta Galic,0.605,-0.405,-0.178,0.477,0.476,-0.811,0.465,0.053,0,0.267,0.244,-0.439,6.1,-1.6,1.7,-1.6,0,4.8,35.20%,1.7,#3 Marta Galic (5th),4.1,3.1,327,14.2,2.6,3.7,-1.1,0.9,1.62,12.1,41,-2.6,2,3,-1
4,#4 Marianna Klavina,21,9,,50,4,17,0.235,0,10,0,4,7,0.571,,1,1,1,2,1,3,3,3,1,2,10,9,17,0.52,7.5,102,-4,7.4,16.7,1,0,3,2,2,1,3,3,1,9.8,7.80%,30.60%,43.30%,15.00%,35.10%,-15.40%,PG,1,2.5,1.8,1.8,3,1.8,1.8,3,1.8,1.8,3,1.8,1.8,6.3,5.2,5,3.02,5.1,5,3,5.1,5,3,5.1,5,#4 Marianna Klavina,0.86,-0.78,-0.343,0.389,0.666,-0.964,0.531,0.128,0,1.301,1.209,-0.367,-7,0.1,1.2,1.4,2.3,-2.1,5.40%,-0.1,#4 Marianna Klavina,0.605,-0.472,-0.208,0.477,0.476,-0.636,0.571,-0.071,0,0.199,0.606,-0.439,-3.6,0.2,1.1,-3.1,-0.2,-5.8,5.40%,-0.3,#4 Marianna Klavina (2nd),1.8,5,50,5.6,-7.4,-6.9,-0.5,-0.4,-0.29,3.8,133.3,-4.1,-5,-4.8,-0.1
5,#5 Amalie Langer,21,23,,637,79,159,0.497,23,63,0.365,56,96,0.583,,56,74,0.757,15,31,46,48,33,6,30,58,237,192,1.24,220.5,1295,92,17,12.3,5.7,1.8,3.7,2.3,1.2,2.4,3.6,2.5,0.5,4.5,9.30%,26.50%,19.70%,18.80%,16.50%,26.60%,PG,1,2.1,2,2,3,2,2,3,2,2,3,2,2,2.5,2.6,2.6,3.02,2.6,2.6,3,2.6,2.6,3,2.6,2.6,#5 Amalie Langer,0.86,-0.646,-0.284,0.389,0.694,-0.964,0.505,0.132,0,1.278,1.17,-0.367,5.8,0.3,0.9,2.2,-1,8.2,68.50%,5.6,#5 Amalie Langer,0.605,-0.386,-0.17,0.477,0.476,-0.655,0.56,-0.058,0,0.206,0.567,-0.439,5.4,0.2,0.5,-1.2,-1,4,68.50%,2.7,#5 Amalie Langer (2nd),2,2.6,637,27.7,2.9,2.9,0,2,3.35,23.6,0,-0.6,2.9,2.9,0
6,#10 Marija Galic,21,2,,17,2,4,0.5,0,1,0,2,3,0.667,,0,0,-,2,4,6,3,1,3,2,0,4,4,1,3.7,35,1,10.6,11.6,0,0,8.7,5.8,5.8,11.6,17.4,2.9,8.7,0,45.70%,30.00%,0.00%,44.10%,309.50%,10.50%,SF,3,8.9,4.5,4.5,3,4.5,4.5,3,4.5,4.5,3,4.5,4.5,2.2,3.5,3.5,3.02,3.5,3.5,3,3.5,3.5,3,3.5,3.5,#10 Marija Galic,0.86,-0.698,-0.307,0.389,0.978,-0.964,0.235,0.173,0,1.053,0.78,-0.367,1,2.9,3.4,9.8,0.7,17.8,1.80%,0.3,#10 Marija Galic,0.605,-0.419,-0.184,0.477,0.476,-0.844,0.445,0.076,0,0.279,0.175,-0.439,1.5,-0.8,3.5,2.3,0.2,6.8,1.80%,0.1,#10 Marija Galic (4th),4.5,3.5,17,8.5,12.5,5.7,6.9,0.2,0.27,2.8,144.3,-4.3,-2.5,-3.2,0.7
7,#12 Sofia Persson,21,15,,186,12,43,0.279,4,26,0.154,8,17,0.471,,8,10,0.8,3,16,19,14,2,2,15,11,36,47,0.76,31.9,378,0,8.4,11.4,2.6,1.1,3.7,4,0.8,4.2,5,0.5,0.5,2.9,13.20%,5.50%,12.80%,18.80%,18.90%,0.20%,PG,1,2.9,2.5,2.5,3,2.5,2.5,3,2.5,2.5,3,2.5,2.5,4.7,4.6,4.6,3.02,4.6,4.6,3,4.6,4.6,3,4.6,4.6,#12 Sofia Persson,0.86,-0.756,-0.333,0.389,0.751,-0.964,0.45,0.14,0,1.233,1.092,-0.367,-1.8,-1,1,0.2,2,0.2,20.00%,0,#12 Sofia Persson,0.605,-0.456,-0.201,0.477,0.476,-0.693,0.537,-0.031,0,0.221,0.489,-0.439,-0.1,-1,0.3,-0.9,0.3,-1.5,20.00%,-0.3,#12 Sofia Persson (3rd),2.5,4.6,186,12.4,-5,-2.6,-2.5,-1,-0.61,9.8,88,-3,-4.4,-2.7,-1.7
8,#13 Lucie Hoskova,21,23,,662,131,252,0.52,12,35,0.343,119,217,0.548,,47,78,0.603,47,80,127,24,22,3,49,62,321,286,1.12,296.3,1346,105,22,18.7,5.8,0.9,1.8,3.6,3.5,5.9,9.4,1.6,0.2,4.6,24.80%,17.00%,20.30%,9.10%,7.90%,29.00%,SG,2,3.9,3.7,3.7,3,3.7,3.7,3,3.7,3.7,3,3.7,3.7,2.9,3,3,3.02,3,3,3,3,3,3,3,3,#13 Lucie Hoskova,0.86,-0.669,-0.294,0.389,0.891,-0.964,0.317,0.16,0,1.122,0.9,-0.367,5.1,-1.9,2.1,0.3,0,5.5,71.20%,3.9,#13 Lucie Hoskova,0.605,-0.4,-0.176,0.477,0.476,-0.786,0.48,0.035,0,0.257,0.295,-0.439,5.2,-2,1.9,-1.5,0,3.6,71.20%,2.5,#13 Lucie Hoskova (2nd),3.7,3,662,28.8,0.2,2.4,-2.2,0.2,1.59,24.5,0,-0.5,0.2,2.4,-2.2
9,#14 Jessica McdowellWhite,21,14,,358,27,73,0.37,14,50,0.28,13,23,0.565,,5,8,0.625,5,35,40,49,14,2,31,26,73,77,0.95,66.4,728,15,9.1,10,1.1,1.9,6.7,4.3,0.7,4.8,5.5,1.9,0.3,3.6,14.50%,20.00%,15.70%,34.20%,9.80%,7.80%,PG,1,2,1.9,1.9,3,1.9,1.9,3,1.9,1.9,3,1.9,1.9,3.1,3.2,3.2,3.02,3.2,3.2,3,3.2,3.2,3,3.2,3.2,#14 Jessica McdowellWhite,0.86,-0.679,-0.299,0.389,0.679,-0.964,0.519,0.13,0,1.29,1.191,-0.367,1.5,0.5,1,1.5,-0.2,4.2,38.50%,1.6,#14 Jessica McdowellWhite,0.605,-0.407,-0.179,0.477,0.476,-0.645,0.566,-0.065,0,0.202,0.588,-0.439,2.2,0.5,0.1,-1,-0.9,0.8,38.50%,0.3,#14 Jessica McdowellWhite (1st),1.9,3.2,358,25.6,-1.1,-0.3,-0.8,-0.4,0.34,19.9,30.7,-1.3,-1.1,-0.4,-0.7
10,#21 Ioanna Krimili,21,23,,742,137,303,0.452,81,176,0.46,56,127,0.441,,75,83,0.904,20,57,77,50,20,6,54,40,430,340,1.27,400.8,1509,173,26.6,20.1,5.5,5.4,3.3,3.6,1.3,3.8,5.1,1.3,0.4,2.7,13.40%,13.80%,11.70%,16.80%,14.20%,42.90%,SG,2,2.7,2.7,2.7,3,2.7,2.7,3,2.7,2.7,3,2.7,2.7,1.2,1.4,1.4,3.02,1.4,1.4,3,1.4,1.4,3,1.4,1.4,#21 Ioanna Krimili,0.86,-0.58,-0.255,0.389,0.768,-0.964,0.434,0.143,0,1.219,1.068,-0.367,11.9,-0.9,1.1,1.1,-2.4,10.7,79.80%,8.6,#21 Ioanna Krimili,0.605,-0.343,-0.151,0.477,0.476,-0.705,0.53,-0.023,0,0.226,0.464,-0.439,10.9,-0.9,0.6,-0.7,-1,8.9,79.80%,7.1,#21 Ioanna Krimili (4th),2.7,1.4,742,32.3,5.5,7.8,-2.3,4.4,5.96,27.5,0,0.1,5.5,7.8,-2.3
11,#24 Lucija Kostic,21,23,,595,26,79,0.329,0,1,0,26,78,0.333,,15,19,0.79,16,125,141,102,30,18,46,58,67,87,0.77,59.5,1210,1,4.9,6.5,1.6,0,8.4,3.8,1.3,10.3,11.7,2.5,1.5,4.8,30.70%,25.70%,21.10%,42.80%,53.00%,0.30%,PF,4,3.7,3.7,3.7,3,3.7,3.7,3,3.7,3.7,3,3.7,3.7,3.1,3.2,3.2,3.02,3.2,3.2,3,3.2,3.2,3,3.2,3.2,#24 Lucija Kostic,0.86,-0.68,-0.299,0.389,0.892,-0.964,0.317,0.161,0,1.121,0.899,-0.367,-0.7,3.9,2.1,2.4,0.2,7.9,64.00%,5,#24 Lucija Kostic,0.605,-0.407,-0.179,0.477,0.476,-0.787,0.48,0.036,0,0.257,0.294,-0.439,0,1,1,-1,0.1,1.1,64.00%,0.7,#24 Lucija Kostic (1st),3.7,3.2,595,25.9,2.6,0,2.6,1.6,2.93,22,0,-0.9,2.6,0,2.6
12,#32 Julia Nielacna,21,9,,130,28,63,0.444,6,17,0.353,22,46,0.478,,10,17,0.588,10,25,35,3,1,2,16,16,72,70,1.02,65.9,264,19,24.9,23.8,6.4,2.3,1.1,6.1,3.8,9.5,13.2,0.4,0.8,6.1,34.90%,3.90%,26.70%,5.80%,27.00%,26.40%,SF,3,5.6,4.9,4.9,3,4.8,4.8,3,4.8,4.8,3,4.8,4.8,3.4,3.5,3.5,3.02,3.5,3.5,3,3.5,3.5,3,3.5,3.5,#32 Julia Nielacna,0.86,-0.698,-0.307,0.389,1.017,-0.964,0.198,0.179,0,1.022,0.727,-0.367,3.7,-4.7,2.4,-1.3,0.7,0.9,14.00%,0.1,#32 Julia Nielacna,0.605,-0.419,-0.185,0.477,0.476,-0.87,0.429,0.095,0,0.29,0.121,-0.439,5,-4.7,2.5,-2.5,0.2,0.5,14.00%,0.1,#32 Julia Nielacna (3rd),4.8,3.5,130,14.4,-4.4,-0.6,-3.8,-0.6,-0.33,10,106.7,-3,-3.8,-1.7,-2.1
