Play By Play (1st),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,BSU - BYU,,
BSU,4,2:53,12 Mary-Kay Naro > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,36,-,78
,,2:53,Shot > Mary-Kay Naro > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,2:50,Misc Stat > Defensive Rebound > Kate Vorwaller,,,
BYU,4,2:37,25 Emma Calvert > Post-Up > Left Block > Post Pin > No Dribble Move > To Basket > Make 2 Pts,36,-,80
,,2:37,Shot > Emma Calvert > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,2:37,Misc Stat > Assist > Arielle Mackeywilliams,,,
BSU,4,2:25,22 Trista Hull > Non Possession > Non Shooting Foul,36,-,80
,,2:25,Personal Foul > Defensive - Any > Emma Calvert,,,
BSU,4,2:22,12 Mary-Kay Naro > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,36,-,80
,,2:22,Shot > Mary-Kay Naro > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,2:19,Misc Stat > Defensive Rebound > Arielle Mackeywilliams,,,
BYU,4,2:16,30 Kate Vorwaller > Transition > Right Wing > No Dribble Jumper > Open > Short to < 17' > Make 2 Pts,36,-,82
,,2:16,Shot > Kate Vorwaller > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,2:16,Misc Stat > Assist > Arielle Mackeywilliams,,,
BSU,4,1:51,22 Trista Hull > Cut > Flash > Miss 2 Pts,36,-,82
,,1:51,Shot > Trista Hull > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,2:03,Player Movement > Sub In > Away Player > Linsey Lovrovich,,,
,,2:03,Player Movement > Sub Out > Away Player > Dominique Leonidas,,,
BSU,4,1:49,12 Mary-Kay Naro > Offensive Rebound > Short > Run Offense,36,-,82
,,1:49,Misc Stat > Offensive Rebound > Mary-Kay Naro,,,
BSU,4,1:46,25 Rachel Bowers > Cut > Flash > Miss 2 Pts,36,-,82
,,1:46,Shot > Rachel Bowers > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BSU,4,1:43,2 Linsey Lovrovich > Offensive Rebound > Long > Run Offense,36,-,82
,,1:43,Misc Stat > Offensive Rebound > Linsey Lovrovich,,,
BSU,4,1:37,22 Trista Hull > Cut > Flash > Foul,36,-,82
,,1:37,Personal Foul > Defensive - Any > Emma Calvert,,,
BSU,4,1:37,22 Trista Hull > Non Possession > Free Throw,37,-,82
,,1:37,Shot > Trista Hull > Free Throw > Made,,,
BSU,4,1:37,22 Trista Hull > Non Possession > Free Throw,38,-,82
,,1:37,Shot > Trista Hull > Free Throw > Made,,,
BYU,4,1:20,25 Emma Calvert > Spot-Up > Drives Left > Turnover,38,-,82
,,1:20,Misc Stat > Steal > Mary-Kay Naro,,,
,,1:20,Turnover > Any Type > Emma Calvert,,,
BSU,4,1:10,22 Trista Hull > Post-Up > Flash Middle > Post Pin > Foul,38,-,82
,,1:10,Personal Foul > Defensive - Any > Emma Calvert,,,
BSU,4,1:10,22 Trista Hull > Non Possession > Free Throw,39,-,82
,,1:10,Shot > Trista Hull > Free Throw > Made,,,
BSU,4,1:10,22 Trista Hull > Non Possession > Free Throw,40,-,82
,,1:10,Shot > Trista Hull > Free Throw > Made,,,
,,1:10,Player Movement > Sub Out > Home Player > Emma Calvert,,,
,,1:10,Player Movement > Sub In > Home Player > Sara Hamson,,,
BYU,4,0:53,20 Devry Millett > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts,40,-,82
,,0:53,Shot > Devry Millett > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:50,Misc Stat > Defensive Rebound > Rachel Bowers,,,
BSU,4,0:33,22 Trista Hull > No Play Type > Turnover,40,-,82
,,0:33,Turnover > Any Type > Trista Hull,,,
,,0:33,Misc Stat > Steal > Kate Vorwaller,,,
BYU,4,0:29,4 Arielle MackeyWilliams > Transition > First Middle > To Basket > Make 2 Pts,40,-,84
,,0:29,Shot > Arielle Mackeywilliams > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,0:29,Misc Stat > Assist > Kate Vorwaller,,,
BSU,4,0:05,12 Mary-Kay Naro > P&R Ball Handler > High P&R > Go Away from Pick > To Basket > Turnover,40,-,84
,,0:05,Turnover > Any Type > Mary-Kay Naro,,,
,,0:05,Personal Foul > Offensive Foul - Player Control > Mary-Kay Naro,,,
